FY,FY_StartYear,Stage,Component,Sector,Ministry,Scheme,Allocation_Cr
2022-2023,2022,Budget Estimates,Total,Demand No. 86,Ministry of Road Transport and Highways,Works Financed from  PBFF,5.62
2022-2023,2022,Budget Estimates,Total,Demand No. 86,Ministry of Road Transport and Highways,"Research, Training, Studies and Other Road Safety Schemes",356.0
2022-2023,2022,Budget Estimates,Total,Demand No. 86,Ministry of Road Transport and Highways,Actual Recoveries,0.0
2022-2023,2022,Budget Estimates,Total,Demand No. 87,Department of Rural Development,Management Support to Rural Development Programs and Strengthening of District Planning Process,212.19
2022-2023,2022,Budget Estimates,Total,Demand No. 87,Department of Rural Development,Socio-Economic and Caste Census Survey,0.01
2022-2023,2022,Budget Estimates,Total,Demand No. 87,Department of Rural Development,Grants to National Institute of Rural Development,0.0
2022-2023,2022,Budget Estimates,Total,Demand No. 88,Department of Land Resources,Land Records Modernization Programme,239.25
2022-2023,2022,Budget Estimates,Total,Demand No. 89,Department of Science and Technology,Science and Technology Institutional and Human Capacity Building,1128.0
2022-2023,2022,Budget Estimates,Total,Demand No. 89,Department of Science and Technology,Research and Development,604.03
2022-2023,2022,Budget Estimates,Total,Demand No. 89,Department of Science and Technology,"Innovation, Technology Development and Deployment",812.52
2022-2023,2022,Budget Estimates,Total,Demand No. 89,Department of Science and Technology,National Mission on Interdisciplinary Cyber Physical Systems,350.0
2022-2023,2022,Budget Estimates,Total,Demand No. 90,Department of Biotechnology,Biotechnology Research and Development,1315.0
2022-2023,2022,Budget Estimates,Total,Demand No. 90,Department of Biotechnology,Industrial and Entrepreneurship Development,365.0
2022-2023,2022,Budget Estimates,Total,Demand No. 91,Department of Scientific and Industrial Research,Industrial Research and Development,29.0
2022-2023,2022,Budget Estimates,Total,Demand No. 91,Department of Scientific and Industrial Research,Assistance to PSEs for Other Scientific Research Schemes,10.0
2022-2023,2022,Budget Estimates,Total,Demand No. 92,Ministry of Skill Development and Entrepreneurship,Skill India Programme,0.0
2022-2023,2022,Budget Estimates,Total,Demand No. 93,Department of Social Justice and Empowerment,Scholarships for Higher Education for Young Achievers Scheme (SHREYAS) for SCs,364.0
2022-2023,2022,Budget Estimates,Total,Demand No. 93,Department of Social Justice and Empowerment,Scheme of Residential Education for Students in High School in Targeted Area (SRESHTA) for SCs,89.0
2022-2023,2022,Budget Estimates,Total,Demand No. 93,Department of Social Justice and Empowerment,Vanchit Ikai Samooh aur Vargon ki Arthik Sahayata (VISVAS) Yojana,80.0
2022-2023,2022,Budget Estimates,Total,Demand No. 93,Department of Social Justice and Empowerment,Pradhan Mantri Dakshta Aur Kushalta Sampann Hitgrahi (PM DAKSH) Yojana,84.0
2022-2023,2022,Budget Estimates,Total,Demand No. 93,Department of Social Justice and Empowerment,Venture Capital Fund for SCs and OBCs,110.0
2022-2023,2022,Budget Estimates,Total,Demand No. 93,Department of Social Justice and Empowerment,Scholarships for Higher Education for Young Achievers Scheme (SHREYAS) for OBCs and EBCs,80.0
2022-2023,2022,Budget Estimates,Total,Demand No. 93,Department of Social Justice and Empowerment,Scheme for Economic Empowerment of DNT/NT/SNTs (SEED),28.0
2022-2023,2022,Budget Estimates,Total,Demand No. 93,Department of Social Justice and Empowerment,Support for Marginalized Individuals for Livelihood & Enterprise (SMILE),45.0
2022-2023,2022,Budget Estimates,Total,Demand No. 93,Department of Social Justice and Empowerment,Self Employment Scheme for Rehabilitation of Manual Scavengers,70.0
2022-2023,2022,Budget Estimates,Total,Demand No. 93,Department of Social Justice and Empowerment,"Information, Monitoring, Evaluation and Social Audit",19.5
2022-2023,2022,Budget Estimates,Total,Demand No. 93,Department of Social Justice and Empowerment,National Action for Mechanised Sanitation Ecosystem (NAMASTE),0.0
2022-2023,2022,Budget Estimates,Total,Demand No. 93,Department of Social Justice and Empowerment,Development Action Plan for SCs (DAPSC),0.0
2022-2023,2022,Budget Estimates,Total,Demand No. 94,Department of Empowerment of Persons with Disabilities,Assistance to Disabled Persons for Purchase/Fitting of Aids and Applicances,235.0
2022-2023,2022,Budget Estimates,Total,Demand No. 94,Department of Empowerment of Persons with Disabilities,Deendayal Disabled Rehabilitation Scheme,125.0
2022-2023,2022,Budget Estimates,Total,Demand No. 94,Department of Empowerment of Persons with Disabilities,Support of National Trust,35.0
2022-2023,2022,Budget Estimates,Total,Demand No. 94,Department of Empowerment of Persons with Disabilities,Scheme for implementation of Persons with Disability Act,240.39
2022-2023,2022,Budget Estimates,Total,Demand No. 94,Department of Empowerment of Persons with Disabilities,Scholarship for Students with Disabilidties,105.0
2022-2023,2022,Budget Estimates,Total,Demand No. 95,Department of Space,Space Technology,10534.5
2022-2023,2022,Budget Estimates,Total,Demand No. 95,Department of Space,Space Applications,1482.8
2022-2023,2022,Budget Estimates,Total,Demand No. 95,Department of Space,Space Sciences,206.11
2022-2023,2022,Budget Estimates,Total,Demand No. 95,Department of Space,INSAT Satellite Systems,418.59
2022-2023,2022,Budget Estimates,Total,Demand No. 96,Ministry of Statistics and Programme Implementation,Member of Parliament Local Area Development Scheme (MPLAD),3965.0
2022-2023,2022,Budget Estimates,Total,Demand No. 96,Ministry of Statistics and Programme Implementation,Capacity Development (CD),562.1
2022-2023,2022,Budget Estimates,Total,Demand No. 96,Ministry of Statistics and Programme Implementation,National programme for improving Quality of Statistics in India,0.01
2022-2023,2022,Budget Estimates,Total,Demand No. 97,Ministry of Steel,Scheme for Promotion of Research and Development in Iron and Steel sector,4.49
2022-2023,2022,Budget Estimates,Total,Demand No. 97,Ministry of Steel,Flagging of Merchant Ships in India,0.0
2022-2023,2022,Budget Estimates,Total,Demand No. 98,Ministry of Textiles,Amended Technology Upgradation Fund Scheme(ATUFS),650.0
2022-2023,2022,Budget Estimates,Total,Demand No. 98,Ministry of Textiles,Procurement of Cotton by Cotton Corporation under Price Support Scheme,9243.09
2022-2023,2022,Budget Estimates,Total,Demand No. 98,Ministry of Textiles,National Handloom Development Programme,200.0
2022-2023,2022,Budget Estimates,Total,Demand No. 98,Ministry of Textiles,Handloom Weaver Comprehensive Welfare Scheme (HWCWS),0.0
2022-2023,2022,Budget Estimates,Total,Demand No. 98,Ministry of Textiles,Yarn Supply Scheme,0.0
2022-2023,2022,Budget Estimates,Total,Demand No. 98,Ministry of Textiles,Trade Facilitation Centre and Crafts Museum,0.0
2022-2023,2022,Budget Estimates,Total,Demand No. 98,Ministry of Textiles,Handloom Cluster Development Program - Handloom Mega Cluster,0.0
2022-2023,2022,Budget Estimates,Total,Demand No. 98,Ministry of Textiles,Weavers Service Centre,0.0
2022-2023,2022,Budget Estimates,Total,Demand No. 98,Ministry of Textiles,Other Handloom Schemes,0.0
2022-2023,2022,Budget Estimates,Total,Demand No. 98,Ministry of Textiles,National Handicrafts Development Programme (NHDP),200.0
2022-2023,2022,Budget Estimates,Total,Demand No. 98,Ministry of Textiles,Training and Extension,0.0
2022-2023,2022,Budget Estimates,Total,Demand No. 98,Ministry of Textiles,Design and Technical Upgradation Scheme,0.0
2022-2023,2022,Budget Estimates,Total,Demand No. 98,Ministry of Textiles,Ambedkar Hasthshilp Vikas Yojana,0.0
2022-2023,2022,Budget Estimates,Total,Demand No. 98,Ministry of Textiles,Marketing Support and Services,0.0
2022-2023,2022,Budget Estimates,Total,Demand No. 98,Ministry of Textiles,Handicrafts Artisans comprehensive welfare scheme,0.0
2022-2023,2022,Budget Estimates,Total,Demand No. 98,Ministry of Textiles,Research and Development - Handicrafts,0.0
2022-2023,2022,Budget Estimates,Total,Demand No. 98,Ministry of Textiles,Human Resource Development- Handicrafts,0.0
2022-2023,2022,Budget Estimates,Total,Demand No. 98,Ministry of Textiles,Infrastructure and Technology Development Scheme,0.0
2022-2023,2022,Budget Estimates,Total,Demand No. 98,Ministry of Textiles,Handicraft Cluster Development Program - Handicraft Mega Cluster,20.0
2022-2023,2022,Budget Estimates,Total,Demand No. 98,Ministry of Textiles,Other Handicraft schemes,0.0
2022-2023,2022,Budget Estimates,Total,Demand No. 98,Ministry of Textiles,Integrated Wool Development Programme,15.0
2022-2023,2022,Budget Estimates,Total,Demand No. 98,Ministry of Textiles,Central Silk Board,875.0
2022-2023,2022,Budget Estimates,Total,Demand No. 98,Ministry of Textiles,Scheme for Development of Jute Sector,70.0
2022-2023,2022,Budget Estimates,Total,Demand No. 98,Ministry of Textiles,Subsidy to Jute Corporation of India towards market operation,45.0
2022-2023,2022,Budget Estimates,Total,Demand No. 98,Ministry of Textiles,"Others (IJIRA, COP JC)",0.0
2022-2023,2022,Budget Estimates,Total,Demand No. 98,Ministry of Textiles,Power Tex India,0.0
2022-2023,2022,Budget Estimates,Total,Demand No. 98,Ministry of Textiles,Comprehensive Powerloom Cluster Development Program - Powerloom Mega Cluster,0.0
2022-2023,2022,Budget Estimates,Total,Demand No. 98,Ministry of Textiles,Integrated Processing Development Scheme,70.0
2022-2023,2022,Budget Estimates,Total,Demand No. 98,Ministry of Textiles,Scheme for Integrated Textile Parks (SITP),0.0
2022-2023,2022,Budget Estimates,Total,Demand No. 98,Ministry of Textiles,Assistant to Textile Committee,25.0
2022-2023,2022,Budget Estimates,Total,Demand No. 98,Ministry of Textiles,Export Promotion Studies,0.0
2022-2023,2022,Budget Estimates,Total,Demand No. 98,Ministry of Textiles,Production Linked Incentive (PLI) Scheme for Textiles,15.0
2022-2023,2022,Budget Estimates,Total,Demand No. 98,Ministry of Textiles,"Others (TRAs, COP)",0.0
2022-2023,2022,Budget Estimates,Total,Demand No. 98,Ministry of Textiles,Integrated Scheme for Skill Development,100.0
2022-2023,2022,Budget Estimates,Total,Demand No. 98,Ministry of Textiles,R and D Textiles,10.0
2022-2023,2022,Budget Estimates,Total,Demand No. 98,Ministry of Textiles,National Institute of Fashion Technology (NIFT),120.0
2022-2023,2022,Budget Estimates,Total,Demand No. 98,Ministry of Textiles,Technology Mission on Technical Textile,0.0
2022-2023,2022,Budget Estimates,Total,Demand No. 98,Ministry of Textiles,National Technical Textiles Mission.,100.0
2022-2023,2022,Budget Estimates,Total,Demand No. 98,Ministry of Textiles,Textile Cluster Development Scheme,133.83
2022-2023,2022,Budget Estimates,Total,Demand No. 98,Ministry of Textiles,NER Textiles Promotion Scheme,0.0
2022-2023,2022,Budget Estimates,Total,Demand No. 98,Ministry of Textiles,Scheme for Usage of Geotextiles in North East,0.0
2022-2023,2022,Budget Estimates,Total,Demand No. 98,Ministry of Textiles,PM - MITRA,15.0
2022-2023,2022,Budget Estimates,Total,Demand No. 98,Ministry of Textiles,"Scheme for Protection of the Handlooms and Implementation of the Handlooms (Reservation of Articles for Production) Act, 1985",5.0
2022-2023,2022,Budget Estimates,Total,Demand No. 98,Ministry of Textiles,Raw Material Supply Scheme,105.0
2022-2023,2022,Budget Estimates,Total,Demand No. 99,Ministry of Tourism,Integrated Development of Tourist Circuits around specific themes (Swadesh Darshan),1181.3
2022-2023,2022,Budget Estimates,Total,Demand No. 99,Ministry of Tourism,Development of Iconic Tourist Destinations,130.0
2022-2023,2022,Budget Estimates,Total,Demand No. 99,Ministry of Tourism,"Pilgrimage Rejuvenation and Spiritual, Heritage Augmentation Drive (PRASHAD)",235.0
2022-2023,2022,Budget Estimates,Total,Demand No. 99,Ministry of Tourism,Other Support to Tourist Infrastructure,191.54
2022-2023,2022,Budget Estimates,Total,Demand No. 99,Ministry of Tourism,Loan Guarantee Scheme for the Covid affected Tourism Service Sector,12.5
2022-2023,2022,Budget Estimates,Total,Demand No. 99,Ministry of Tourism,Assistance to Central Agencies for Tourism Infrastructure Development,0.0
2022-2023,2022,Budget Estimates,Total,Demand No. 99,Ministry of Tourism,Champion Services Sector Scheme,0.0
2022-2023,2022,Budget Estimates,Total,Demand No. 99,Ministry of Tourism,Overseas Promotion and Publicity including Market Development Assistance,341.0
2022-2023,2022,Budget Estimates,Total,Demand No. 99,Ministry of Tourism,Domestic Promotion and Publicity including Market Development Assistance,75.0
2022-2023,2022,Budget Estimates,Total,Demand No. 99,Ministry of Tourism,Assistance to IHMS/FCIs/IITTM/NIWS,70.0
2022-2023,2022,Budget Estimates,Total,Demand No. 99,Ministry of Tourism,Capacity Building for Service Providers,34.0
2022-2023,2022,Budget Estimates,Total,Demand No. 100,Ministry of Tribal Affairs,National Fellowship and Scholarship for Higher Education of ST Students,0.0
2022-2023,2022,Budget Estimates,Total,Demand No. 100,Ministry of Tribal Affairs,Scholarship to the ST Students for Studies Abroad,0.0
2022-2023,2022,Budget Estimates,Total,Demand No. 100,Ministry of Tribal Affairs,Institutional Support for Development and Marketing of Tribal Products (TRIFED etc.),0.0
2022-2023,2022,Budget Estimates,Total,Demand No. 100,Ministry of Tribal Affairs,Aid to Voluntary Organisations Working for the Welfare of Scheduled Tribes,0.0
2022-2023,2022,Budget Estimates,Total,Demand No. 100,Ministry of Tribal Affairs,Eklavya Model Residential School (EMRS),0.0
2022-2023,2022,Budget Estimates,Total,Demand No. 100,Ministry of Tribal Affairs,Marketing and Logistics Development for Promoting Tribal Products from North Eastern Region,0.0
2022-2023,2022,Budget Estimates,Total,Demand No. 100,Ministry of Tribal Affairs,Aid to Voluntary Organizations working for the welfare of Scheduled Tribes,110.0
2022-2023,2022,Budget Estimates,Total,Demand No. 100,Ministry of Tribal Affairs,Venture Capital Fund for Scheduled Tribes.,50.0
2022-2023,2022,Budget Estimates,Total,Demand No. 100,Ministry of Tribal Affairs,Pradhan Mantri Jan Jatiya Vikas Mission (PMJVM),499.0
2022-2023,2022,Budget Estimates,Total,Demand No. 100,Ministry of Tribal Affairs,"Tribal Research Information, Education, Communication and Events (TRI-ECE)",15.0
2022-2023,2022,Budget Estimates,Total,Demand No. 100,Ministry of Tribal Affairs,"Monitoring, Evaluation, Survey, Social Audit (MESSA)",15.0
2022-2023,2022,Budget Estimates,Total,Demand No. 100,Ministry of Tribal Affairs,National Fellowship and Scholarship for Higher Education of ST Students.,145.0
2022-2023,2022,Budget Estimates,Total,Demand No. 100,Ministry of Tribal Affairs,National Overseas Scholarship Scheme,4.0
2022-2023,2022,Budget Estimates,Total,Demand No. 100,Ministry of Tribal Affairs,Marketing and Logistics Development for Promoting Tribal Products from North Eastern Region.,107.53
2022-2023,2022,Budget Estimates,Total,Demand No. 100,Ministry of Tribal Affairs,Eklavya Model Residential Schools (EMRS),2000.0
2022-2023,2022,Budget Estimates,Total,Demand No. 100,Ministry of Tribal Affairs,National Tribal Welfare Program,0.0
2022-2023,2022,Budget Estimates,Total,Demand No. 102,Ministry of Youth Affairs and Sports,National Service Scheme,283.5
2022-2023,2022,Budget Estimates,Total,Demand No. 102,Ministry of Youth Affairs and Sports,National Young Leaders Programme,12.0
2022-2023,2022,Budget Estimates,Total,Demand No. 102,Ministry of Youth Affairs and Sports,National Programme for Youth and Adolescent Development,22.0
